Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,feature_1,feature_2,feature_3,feature_4
L,302.1,310.6,1385,53.6,5,0,93832.26000000001,25.839552238805968,6925,268.0
L,302.1,310.6,1439,40.0,7,0,93832.26000000001,35.975,10073,280.0
M,302.0,310.6,1623,34.3,9,0,93801.20000000001,47.31778425655977,14607,308.7
H,302.0,310.6,1438,43.2,12,0,93801.20000000001,33.28703703703704,17256,518.4000000000001
L,301.9,310.4,1708,24.8,17,0,93709.75999999998,68.87096774193549,29036,421.6
M,301.8,310.3,1666,32.7,19,0,93648.54000000001,50.9480122324159,31654,621.3000000000001
L,301.9,310.4,1286,62.8,22,1,93709.75999999998,20.477707006369428,28292,1381.6
L,301.9,310.3,1485,46.3,24,0,93679.56999999999,32.07343412526998,35640,1111.1999999999998
M,301.8,310.3,1409,52.5,26,0,93648.54000000001,26.83809523809524,36634,1365.0
L,301.8,310.3,1765,27.3,29,0,93648.54000000001,64.65201465201466,51185,791.7
L,301.8,310.3,1688,28.8,31,0,93648.54000000001,58.61111111111111,52328,892.8000000000001
M,301.7,310.3,1787,26.7,33,0,93617.51,66.92883895131087,58971,881.1
L,301.7,310.1,1487,48.0,36,0,93557.17,30.979166666666668,53532,1728.0
L,301.7,310.1,1384,50.5,38,0,93557.17,27.405940594059405,52592,1919.0
L,301.7,310.2,1311,57.4,40,1,93587.34,22.8397212543554,52440,2296.0
H,301.7,310.2,1620,30.8,42,0,93587.34,52.5974025974026,68040,1293.6000000000001
L,301.7,310.2,1331,61.2,47,1,93587.34,21.748366013071895,62557,2876.4
H,301.7,310.1,1462,38.3,49,0,93557.17,38.17232375979113,71638,1876.6999999999998
L,301.7,310.1,1424,50.2,54,0,93557.17,28.366533864541832,76896,2710.8
L,301.7,310.1,1500,39.6,56,0,93557.17,37.878787878787875,84000,2217.6
L,301.8,310.1,1738,28.0,58,0,93588.18000000001,62.07142857142857,100804,1624.0
M,301.8,310.3,1465,46.5,60,0,93648.54000000001,31.50537634408602,87900,2790.0
L,301.8,310.3,1482,41.4,63,0,93648.54000000001,35.79710144927537,93366,2608.2
L,301.9,310.3,1398,44.0,65,0,93679.56999999999,31.772727272727273,90870,2860.0
L,301.9,310.3,1972,21.3,67,0,93679.56999999999,92.58215962441314,132124,1427.1000000000001
L,301.9,310.4,1603,37.6,69,0,93709.75999999998,42.63297872340426,110607,2594.4
L,301.9,310.4,1610,34.8,71,0,93709.75999999998,46.264367816091955,114310,2470.7999999999997
M,301.9,310.4,1373,48.0,73,1,93709.75999999998,28.604166666666668,100229,3504.0
M,302.0,310.5,1425,44.7,76,0,93771.0,31.87919463087248,108300,3397.2000000000003
M,302.0,310.4,1212,55.6,79,1,93740.79999999999,21.798561151079134,95748,4392.400000000001
M,302.0,310.4,1828,26.3,82,0,93740.79999999999,69.50570342205323,149896,2156.6
L,302.0,310.5,1370,44.4,85,1,93771.0,30.855855855855857,116450,3774.0
M,302.0,310.5,1823,25.1,87,0,93771.0,72.62948207171314,158601,2183.7000000000003
L,302.0,310.5,1263,60.6,90,1,93771.0,20.84158415841584,113670,5454.0
L,301.9,310.4,1889,21.5,92,0,93709.75999999998,87.86046511627907,173788,1978.0
M,302.0,310.5,1639,32.9,94,0,93771.0,49.81762917933131,154066,3092.6
M,302.0,310.4,1608,33.1,97,0,93740.79999999999,48.58006042296072,155976,3210.7000000000003
H,301.9,310.3,1653,32.4,100,0,93679.56999999999,51.01851851851852,165300,3240.0
L,302.0,310.4,1591,29.8,105,0,93740.79999999999,53.38926174496644,167055,3129.0
L,302.1,310.5,1696,30.9,107,0,93802.05,54.88673139158576,181472,3306.2999999999997
L,302.2,310.6,1346,47.5,109,1,93863.32,28.33684210526316,146714,5177.5
M,302.2,310.5,1507,40.4,111,0,93833.09999999999,37.301980198019805,167277,4484.4
H,302.3,310.6,1525,48.7,114,0,93894.38,31.314168377823407,173850,5551.8
M,302.3,310.7,1559,33.9,119,0,93924.61,45.9882005899705,185521,4034.1
L,302.2,310.6,1632,30.5,122,0,93863.32,53.50819672131148,199104,3721.0
L,302.1,310.5,1559,36.0,124,0,93802.05,43.30555555555556,193316,4464.0
M,302.2,310.6,1355,51.5,126,1,93863.32,26.310679611650485,170730,6489.0
M,302.2,310.5,1832,23.7,129,0,93833.09999999999,77.29957805907173,236328,3057.2999999999997
L,302.2,310.6,1386,50.0,132,0,93863.32,27.72,182952,6600.0
M,302.2,310.6,1346,49.2,134,1,93863.32,27.35772357723577,180364,6592.8
L,302.3,310.7,1499,37.8,137,0,93924.61,39.65608465608466,205363,5178.599999999999
L,302.3,310.7,1612,33.4,139,0,93924.61,48.26347305389222,224068,4642.599999999999
M,302.3,310.7,1544,39.7,141,0,93924.61,38.89168765743073,217704,5597.700000000001
L,302.5,310.9,1477,39.2,144,0,94047.25,37.67857142857142,212688,5644.8
L,302.5,310.9,1624,34.4,146,0,94047.25,47.2093023255814,237104,5022.4
L,302.4,310.9,1349,46.1,148,1,94016.15999999999,29.262472885032537,199652,6822.8
L,302.4,310.8,1686,28.8,150,0,93985.92,58.541666666666664,252900,4320.0
M,302.4,310.7,1521,40.4,152,0,93955.68,37.64851485148515,231192,6140.8
L,302.4,310.7,1362,54.8,155,1,93955.68,24.854014598540147,211110,8494.0
L,302.3,310.7,1402,50.9,157,0,93924.61,27.544204322200393,220114,7991.3
L,302.2,310.6,1334,53.2,159,1,93863.32,25.075187969924812,212106,8458.800000000001
L,302.2,310.6,1348,48.4,161,1,93863.32,27.85123966942149,217028,7792.4
M,302.2,310.6,1570,34.6,163,0,93863.32,45.3757225433526,255910,5639.8
M,302.2,310.7,1601,33.0,166,0,93893.54,48.515151515151516,265766,5478.0
M,302.3,310.8,1611,31.8,169,0,93954.84000000001,50.660377358490564,272259,5374.2
L,302.4,310.9,1560,31.8,172,0,94016.15999999999,49.056603773584904,268320,5469.6
H,302.4,310.9,1444,40.7,174,0,94016.15999999999,35.47911547911548,251256,7081.8
L,302.4,311.0,1317,59.4,179,0,94046.4,22.171717171717173,235743,10632.6
M,302.5,311.0,1463,43.1,181,0,94077.5,33.94431554524362,264803,7801.1
L,302.4,311.1,1634,34.2,184,0,94076.64,47.77777777777777,300656,6292.8
L,302.4,311.0,1423,46.2,186,0,94046.4,30.8008658008658,264678,8593.2
L,302.5,311.0,1548,38.4,188,0,94077.5,40.3125,291024,7219.2
M,302.5,311.0,1563,35.6,190,0,94077.5,43.90449438202247,296970,6764.0
L,302.4,311.0,1573,36.5,193,0,94046.4,43.0958904109589,303589,7044.5
M,302.4,311.1,1432,44.5,195,0,94076.64,32.17977528089887,279240,8677.5
M,302.5,311.1,1638,32.0,198,0,94107.75,51.1875,324324,6336.0
L,302.5,311.1,1571,34.2,201,0,94107.75,45.93567251461988,315771,6874.200000000001
L,302.4,311.0,2211,15.4,203,0,94046.4,143.57142857142856,448833,3126.2000000000003
L,302.4,311.0,1555,40.6,205,0,94046.4,38.30049261083744,318775,8323.0
M,302.3,310.9,1558,31.9,207,0,93985.06999999999,48.84012539184953,322506,6603.299999999999
M,302.3,310.9,1523,43.2,210,0,93985.06999999999,35.254629629629626,319830,9072.0
L,302.3,310.8,1723,26.3,213,0,93954.84000000001,65.51330798479087,366999,5601.900000000001
M,302.3,310.8,1721,28.4,215,0,93954.84000000001,60.598591549295776,370015,6106.0
M,302.3,310.9,1710,30.4,218,1,93985.06999999999,56.25,372780,6627.2
M,302.3,310.9,1627,32.3,0,0,93985.06999999999,50.37151702786378,0,0.0
M,302.2,310.8,1422,47.0,3,0,93923.76,30.25531914893617,4266,141.0
L,302.1,310.8,1565,35.3,6,0,93892.68000000001,44.334277620396605,9390,211.79999999999998
L,302.1,310.7,1314,52.8,8,1,93862.47,24.886363636363637,10512,422.4
M,302.0,310.6,1392,60.5,10,0,93801.20000000001,23.00826446280992,13920,605.0
L,302.1,310.7,1465,40.7,13,0,93862.47,35.995085995085994,19045,529.1
L,301.9,310.6,1573,36.6,15,0,93770.14,42.97814207650273,23595,549.0
M,302.0,310.7,2157,17.8,17,0,93831.4,121.17977528089887,36669,302.6
L,301.9,310.7,1370,50.3,20,0,93800.32999999999,27.23658051689861,27400,1006.0
L,301.9,310.6,1462,38.8,22,0,93770.14,37.680412371134025,32164,853.5999999999999
M,302.0,310.6,1479,40.5,24,0,93801.20000000001,36.51851851851852,35496,972.0
L,301.9,310.7,1717,26.8,27,0,93800.32999999999,64.06716417910448,46359,723.6
M,301.9,310.6,1260,65.9,29,0,93770.14,19.11987860394537,36540,1911.1000000000001
L,301.9,310.6,1467,39.3,32,0,93770.14,37.328244274809165,46944,1257.6
M,302.0,310.6,1535,38.6,34,0,93801.20000000001,39.76683937823834,52190,1312.4
L,302.0,310.7,1657,31.9,37,0,93831.4,51.943573667711604,61309,1180.3
L,302.0,310.7,1698,28.1,39,0,93831.4,60.42704626334519,66222,1095.9
L,302.1,310.7,1359,49.3,41,1,93862.47,27.565922920892497,55719,2021.3
L,302.1,310.8,1596,37.1,43,0,93892.68000000001,43.0188679245283,68628,1595.3
L,302.2,310.8,1383,46.9,45,0,93923.76,29.48827292110874,62235,2110.5
L,302.2,310.8,2203,16.6,47,0,93923.76,132.71084337349396,103541,780.2
M,302.2,310.8,1408,46.8,49,0,93923.76,30.08547008547009,68992,2293.2
L,302.2,310.8,1673,32.9,52,0,93923.76,50.851063829787236,86996,1710.8
L,302.2,310.8,1340,47.8,54,0,93923.76,28.033472803347284,72360,2581.2
L,302.2,310.9,1452,42.3,56,0,93953.98,34.326241134751776,81312,2368.7999999999997
M,302.2,310.9,1302,53.4,58,0,93953.98,24.382022471910112,75516,3097.2
H,302.2,310.9,1522,35.9,61,0,93953.98,42.39554317548747,92842,2189.9
L,302.2,310.8,1438,41.4,66,0,93923.76,34.734299516908216,94908,2732.4
L,302.2,310.9,1604,40.5,68,0,93953.98,39.60493827160494,109072,2754.0
L,302.2,311.0,1832,23.2,70,0,93984.2,78.96551724137932,128240,1624.0
M,302.3,311.0,1521,34.8,72,0,94015.3,43.70689655172414,109512,2505.6
L,302.3,311.0,1446,37.6,75,0,94015.3,38.45744680851064,108450,2820.0
L,302.4,311.1,1905,20.9,77,0,94076.64,91.14832535885168,146685,1609.3
L,302.4,311.0,1475,47.9,79,0,94046.4,30.793319415448853,116525,3784.1
L,302.4,311.0,1462,48.5,81,0,94046.4,30.144329896907216,118422,3928.5
M,302.4,310.9,1435,42.3,83,0,94016.15999999999,33.924349881796694,119105,3510.8999999999996
L,302.4,310.9,1469,39.6,86,0,94016.15999999999,37.09595959595959,126334,3405.6
M,302.6,311.1,1520,43.0,88,0,94138.86000000002,35.348837209302324,133760,3784.0
L,302.6,311.0,1537,35.5,91,0,94108.6,43.29577464788732,139867,3230.5
L,302.6,311.0,1369,60.0,93,1,94108.6,22.816666666666666,127317,5580.0
L,302.6,311.0,1506,37.2,95,0,94108.6,40.483870967741936,143070,3534.0000000000005
L,302.5,310.9,1330,56.9,97,1,94047.25,23.374340949033392,129010,5519.3
L,302.6,311.0,1660,38.0,99,0,94108.6,43.68421052631579,164340,3762.0
H,302.5,310.9,1356,55.5,101,1,94047.25,24.43243243243243,136956,5605.5
H,302.6,311.0,1438,51.0,106,0,94108.6,28.19607843137255,152428,5406.0
M,302.6,311.0,1329,48.6,111,1,94108.6,27.345679012345677,147519,5394.6
L,302.6,311.0,1284,68.0,114,1,94108.6,18.88235294117647,146376,7752.0
M,302.5,311.0,1387,52.1,116,0,94077.5,26.621880998080613,160892,6043.6
M,302.6,311.0,1591,33.9,119,0,94108.6,46.932153392330385,189329,4034.1
M,302.6,311.0,1589,39.0,122,0,94108.6,40.743589743589745,193858,4758.0
M,302.7,311.1,1297,60.7,125,1,94169.97,21.367380560131796,162125,7587.5
L,302.7,311.2,1545,35.1,128,0,94200.23999999999,44.01709401709402,197760,4492.8
H,302.7,311.1,1418,43.4,130,0,94169.97,32.672811059907836,184340,5642.0
L,302.7,311.1,1730,28.1,135,0,94169.97,61.56583629893238,233550,3793.5
L,302.6,311.0,2001,20.7,137,0,94108.6,96.66666666666667,274137,2835.9
L,302.6,311.0,1620,36.2,139,0,94108.6,44.75138121546961,225180,5031.8
M,302.6,311.0,1542,39.7,141,0,94108.6,38.84130982367758,217422,5597.700000000001
L,302.6,311.0,1424,38.0,144,0,94108.6,37.473684210526315,205056,5472.0
L,302.7,311.1,1440,39.5,146,0,94169.97,36.45569620253165,210240,5767.0
L,302.6,311.0,1520,42.8,148,0,94108.6,35.51401869158879,224960,6334.4
L,302.7,311.0,1694,29.8,150,0,94139.7,56.84563758389262,254100,4470.0
L,302.6,311.0,1610,39.2,152,0,94108.6,41.07142857142857,244720,5958.400000000001
L,302.6,310.9,1331,52.0,154,1,94078.34,25.596153846153847,204974,8008.0
L,302.6,310.8,1470,41.2,156,0,94048.08000000002,35.679611650485434,229320,6427.200000000001
L,302.5,310.8,1577,36.9,158,0,94017.0,42.737127371273715,249166,5830.2
L,302.6,310.8,1486,36.4,160,0,94048.08000000002,40.824175824175825,237760,5824.0
L,302.4,310.6,1445,40.3,162,0,93925.44,35.856079404466506,234090,6528.599999999999
M,302.4,310.5,1500,36.7,164,0,93895.2,40.87193460490463,246000,6018.8
M,302.2,310.4,1456,47.5,167,0,93802.87999999999,30.652631578947368,243152,7932.5
L,302.2,310.4,1743,28.1,170,0,93802.87999999999,62.02846975088968,296310,4777.0
L,302.0,310.1,1409,50.4,172,0,93650.20000000001,27.956349206349206,242348,8668.8
L,302.0,310.1,1361,45.4,174,1,93650.20000000001,29.97797356828194,236814,7899.599999999999
L,302.1,310.1,1753,28.9,176,0,93681.21000000002,60.65743944636679,308528,5086.4
L,302.0,310.0,1832,22.9,178,0,93620.0,80.0,326096,4076.2
L,301.9,309.9,1374,48.5,180,1,93558.80999999998,28.329896907216494,247320,8730.0
M,301.8,309.9,1334,61.0,182,1,93527.81999999999,21.868852459016395,242788,11102.0
L,301.8,310.0,1493,40.3,185,0,93558.0,37.04714640198512,276205,7455.499999999999
L,301.7,309.9,1317,49.0,187,1,93496.82999999999,26.877551020408163,246279,9163.0
M,301.7,309.9,1434,47.9,189,0,93496.82999999999,29.937369519832988,271026,9053.1
M,301.7,309.9,1457,39.2,192,0,93496.82999999999,37.16836734693877,279744,7526.400000000001
M,301.7,310.0,1391,50.6,195,0,93527.0,27.490118577075098,271245,9867.0
M,301.8,310.0,1781,23.9,198,0,93558.0,74.51882845188285,352638,4732.2
L,301.8,310.0,1642,32.6,201,0,93558.0,50.3680981595092,330042,6552.6
L,301.8,310.0,2032,19.0,203,0,93558.0,106.94736842105263,412496,3857.0
M,301.8,310.1,2372,13.9,205,1,93588.18000000001,170.6474820143885,486260,2849.5
L,301.8,310.0,1393,44.9,208,0,93558.0,31.024498886414253,289744,9339.199999999999
M,301.7,310.1,1743,27.3,210,0,93557.17,63.84615384615385,366030,5733.0
L,301.8,310.2,1457,40.4,213,0,93618.36,36.06435643564357,310341,8605.199999999999
L,301.8,310.2,2825,5.8,215,1,93618.36,487.0689655172414,607375,1247.0
M,301.8,310.2,1609,34.2,217,0,93618.36,47.04678362573099,349153,7421.400000000001
M,301.8,310.2,1437,42.3,0,0,93618.36,33.97163120567376,0,0.0
L,301.7,310.1,1402,50.1,3,0,93557.17,27.984031936127742,4206,150.3
M,301.7,310.1,1644,34.6,5,0,93557.17,47.51445086705202,8220,173.0
L,301.7,310.2,1471,51.1,8,0,93587.34,28.786692759295498,11768,408.8
L,301.7,310.1,2695,12.6,10,0,93557.17,213.88888888888889,26950,126.0
L,301.7,310.2,1435,48.1,12,0,93587.34,29.833679833679835,17220,577.2
L,301.6,310.1,1694,26.3,14,0,93526.16000000002,64.4106463878327,23716,368.2
L,301.6,310.1,1687,26.6,16,0,93526.16000000002,63.421052631578945,26992,425.6
L,301.6,310.0,1869,22.9,18,0,93496.0,81.61572052401748,33642,412.2
L,301.4,309.9,1259,63.9,20,1,93403.85999999999,19.70266040688576,25180,1278.0
H,301.4,309.9,1460,47.2,22,0,93403.85999999999,30.932203389830505,32120,1038.4
M,301.3,309.9,1501,39.5,27,0,93372.87,38.0,40527,1066.5
L,301.4,310.0,1776,25.6,30,0,93434.0,69.375,53280,768.0
M,301.5,310.1,1468,40.8,32,0,93495.15000000001,35.98039215686275,46976,1305.6
L,301.5,310.1,1430,46.5,35,0,93495.15000000001,30.752688172043012,50050,1627.5
L,301.4,310.1,1502,46.6,37,0,93464.14,32.23175965665236,55574,1724.2
H,301.4,310.1,1623,32.3,39,0,93464.14,50.247678018575854,63297,1259.6999999999998
M,301.4,310.0,1651,29.8,44,0,93434.0,55.402684563758385,72644,1311.2
L,301.5,310.1,1639,33.4,47,0,93495.15000000001,49.07185628742515,77033,1569.8
M,301.5,310.0,1417,44.6,49,0,93465.0,31.77130044843049,69433,2185.4
L,301.5,310.1,1541,42.2,52,0,93495.15000000001,36.51658767772511,80132,2194.4
M,301.6,310.2,1411,45.1,54,0,93556.32,31.286031042128602,76194,2435.4
L,301.7,310.3,1397,44.6,57,0,93617.51,31.32286995515695,79629,2542.2000000000003
L,301.7,310.2,1686,28.9,59,0,93587.34,58.339100346020764,99474,1705.1
M,301.7,310.1,1431,44.0,61,0,93557.17,32.52272727272727,87291,2684.0
L,301.8,310.3,1341,50.5,64,1,93648.54000000001,26.554455445544555,85824,3232.0
L,301.7,310.2,1486,43.0,66,0,93587.34,34.55813953488372,98076,2838.0
L,301.6,310.2,1384,57.1,68,0,93556.32,24.23817863397548,94112,3882.8
L,301.6,310.1,1362,55.8,70,1,93526.16000000002,24.408602150537636,95340,3906.0
H,301.7,310.1,1660,29.3,72,0,93557.17,56.655290102389074,119520,2109.6
L,301.6,310.1,1326,48.2,77,1,93526.16000000002,27.5103734439834,102102,3711.4
L,301.6,310.0,1566,30.3,79,0,93496.0,51.68316831683168,123714,2393.7000000000003
L,301.5,309.8,1549,38.5,81,0,93404.7,40.23376623376623,125469,3118.5
M,301.6,309.9,1746,31.1,83,0,93465.84,56.141479099678456,144918,2581.3
M,301.7,309.9,1452,41.5,86,0,93496.82999999999,34.98795180722892,124872,3569.0
L,301.6,309.8,1588,33.9,89,0,93435.68000000001,46.84365781710915,141332,3017.1
L,301.6,309.8,1472,42.5,91,0,93435.68000000001,34.63529411764706,133952,3867.5
L,301.7,309.9,1607,37.7,93,0,93496.82999999999,42.62599469496021,149451,3506.1000000000004
H,301.6,309.9,1423,53.6,95,0,93465.84,26.548507462686565,135185,5092.0
L,301.6,309.9,1440,43.4,100,0,93465.84,33.17972350230415,144000,4340.0
L,301.6,309.9,1397,43.7,102,0,93465.84,31.967963386727686,142494,4457.400000000001
L,301.7,309.9,1524,46.6,104,0,93496.82999999999,32.7038626609442,158496,4846.400000000001
M,301.7,309.9,1533,40.9,106,0,93496.82999999999,37.48166259168704,162498,4335.4
L,301.7,309.8,1398,46.0,109,0,93466.66,30.391304347826086,152382,5014.0
M,301.7,309.8,1284,68.2,111,1,93466.66,18.82697947214076,142524,7570.200000000001
L,301.7,309.8,1491,39.3,114,0,93466.66,37.93893129770993,169974,4480.2
H,301.8,309.9,1418,51.3,116,0,93527.81999999999,27.64132553606238,164488,5950.799999999999
M,301.8,309.8,1546,39.8,121,0,93497.64000000001,38.844221105527645,187066,4815.799999999999
L,301.8,309.7,1598,30.4,124,0,93467.46,52.56578947368421,198152,3769.6
H,301.9,309.8,1724,27.5,126,0,93528.62,62.69090909090909,217224,3465.0
L,301.9,309.8,1507,44.7,131,0,93528.62,33.713646532438474,197417,5855.700000000001
L,301.9,309.7,1595,31.4,133,0,93498.43,50.796178343949045,212135,4176.2
M,301.9,309.7,1568,37.5,135,0,93498.43,41.81333333333333,211680,5062.5
L,301.8,309.6,1432,43.7,138,0,93437.28000000001,32.76887871853547,197616,6030.6
L,301.9,309.7,1424,42.8,140,0,93498.43,33.27102803738318,199360,5992.0
M,302.0,309.7,1386,62.7,142,1,93529.4,22.105263157894736,196812,8903.4
L,302.0,309.8,1456,58.1,145,0,93559.6,25.06024096385542,211120,8424.5
H,302.0,309.8,1280,57.3,147,1,93559.6,22.338568935427574,188160,8423.1
L,302.0,309.8,1649,31.0,152,0,93559.6,53.193548387096776,250648,4712.0
L,302.0,309.9,1407,52.8,154,0,93589.79999999999,26.647727272727273,216678,8131.2
H,302.0,309.9,1606,34.5,156,0,93589.79999999999,46.55072463768116,250536,5382.0
M,302.1,310.0,1531,38.0,161,0,93651.0,40.28947368421053,246491,6118.0
L,302.1,310.1,1543,35.8,164,0,93681.21000000002,43.10055865921788,253052,5871.2
M,302.1,310.1,1379,48.2,166,1,93681.21000000002,28.609958506224064,228914,8001.200000000001
L,302.1,310.1,1447,46.6,169,0,93681.21000000002,31.051502145922747,244543,7875.400000000001
H,302.1,310.1,1844,24.6,171,0,93681.21000000002,74.95934959349593,315324,4206.6
H,302.1,310.1,1615,29.9,176,0,93681.21000000002,54.013377926421406,284240,5262.4
L,302.0,310.0,1449,48.8,181,0,93620.0,29.692622950819676,262269,8832.8
L,302.0,309.9,1388,51.4,183,0,93589.79999999999,27.003891050583658,254004,9406.199999999999
H,302.0,309.9,1447,42.8,185,0,93589.79999999999,33.808411214953274,267695,7917.999999999999
L,302.0,310.0,1664,28.6,190,0,93620.0,58.18181818181818,316160,5434.0
H,302.0,309.9,1735,27.2,192,0,93589.79999999999,63.786764705882355,333120,5222.4
L,302.0,309.9,1308,57.6,197,1,93589.79999999999,22.708333333333332,257676,11347.2
L,302.0,309.8,1480,40.0,199,0,93559.6,37.0,294520,7960.0
M,301.9,309.6,1439,41.7,201,0,93468.24,34.5083932853717,289239,8381.7
M,301.9,309.7,1533,35.9,204,0,93498.43,42.701949860724234,312732,7323.599999999999
L,302.0,309.7,1551,34.8,207,0,93529.4,44.56896551724138,321057,7203.599999999999
L,302.0,309.7,1414,36.3,209,0,93529.4,38.95316804407714,295526,7586.7
M,301.9,309.6,1551,34.6,211,0,93468.24,44.82658959537572,327261,7300.6
M,301.8,309.6,1436,49.0,214,0,93437.28000000001,29.306122448979593,307304,10486.0
M,301.9,309.6,1385,45.8,217,0,93468.24,30.240174672489086,300545,9938.599999999999
M,301.8,309.5,1732,30.1,220,0,93407.1,57.541528239202655,381040,6622.0
L,301.9,309.6,1410,49.0,223,0,93468.24,28.775510204081634,314430,10927.0
L,301.9,309.6,1446,43.2,225,0,93468.24,33.47222222222222,325350,9720.0
L,301.8,309.5,1525,39.6,227,0,93407.1,38.51010101010101,346175,8989.2
L,301.7,309.5,1298,65.5,229,1,93376.15,19.81679389312977,297242,14999.5
L,301.8,309.6,1443,42.7,231,0,93437.28000000001,33.793911007025756,333333,9863.7
L,301.8,309.7,1442,45.3,233,1,93467.46,31.832229580573955,335986,10554.9
L,301.9,309.7,1719,31.9,0,0,93498.43,53.8871473354232,0,0.0
L,302.0,309.8,1532,39.4,2,0,93559.6,38.88324873096447,3064,78.8
L,302.0,309.8,1701,27.2,4,0,93559.6,62.536764705882355,6804,108.8
M,302.1,310.0,1355,45.1,6,1,93651.0,30.044345898004433,8130,270.6
M,302.2,310.1,1421,45.4,9,0,93712.22,31.29955947136564,12789,408.59999999999997
M,302.2,310.1,1368,51.6,12,1,93712.22,26.511627906976745,16416,619.2
L,302.2,310.1,1458,45.1,15,0,93712.22,32.328159645232816,21870,676.5
M,302.2,310.1,1572,34.6,17,0,93712.22,45.433526011560694,26724,588.2
L,302.2,310.0,1483,48.7,20,0,93682.0,30.451745379876794,29660,974.0
L,302.3,310.1,1513,40.4,22,0,93743.23000000001,37.45049504950495,33286,888.8
H,302.3,310.1,1383,42.9,24,0,93743.23000000001,32.23776223776224,33192,1029.6
L,302.4,310.2,1539,37.7,29,0,93804.48,40.82228116710875,44631,1093.3000000000002
M,302.3,310.1,1563,37.8,31,0,93743.23000000001,41.349206349206355,48453,1171.8
L,302.3,310.1,1653,29.7,34,0,93743.23000000001,55.65656565656566,56202,1009.8
L,302.3,310.1,1353,50.9,36,1,93743.23000000001,26.58153241650295,48708,1832.3999999999999
H,302.2,310.0,1468,43.6,38,0,93682.0,33.6697247706422,55784,1656.8
H,302.3,310.2,1506,33.8,43,0,93773.46,44.55621301775148,64758,1453.3999999999999
L,302.3,310.1,1388,49.9,48,0,93743.23000000001,27.815631262525052,66624,2395.2
M,302.4,310.2,1485,45.9,50,0,93804.48,32.35294117647059,74250,2295.0
L,302.4,310.2,1331,45.5,53,1,93804.48,29.252747252747252,70543,2411.5
L,302.5,310.3,1326,58.5,55,1,93865.75,22.666666666666668,72930,3217.5
L,302.3,310.2,1394,55.4,57,0,93773.46,25.16245487364621,79458,3157.7999999999997
L,302.4,310.1,2009,18.9,59,0,93774.24,106.2962962962963,118531,1115.1
M,302.4,310.1,1358,54.6,61,1,93774.24,24.871794871794872,82838,3330.6
L,302.5,310.2,1586,32.2,64,0,93835.5,49.254658385093165,101504,2060.8
L,302.5,310.3,1688,31.6,66,0,93865.75,53.41772151898734,111408,2085.6
L,302.6,310.5,1450,43.2,68,0,93957.3,33.56481481481481,98600,2937.6000000000004
M,302.7,310.5,1398,47.3,70,0,93988.34999999999,29.55602536997886,97860,3311.0
L,302.7,310.5,1520,39.3,73,0,93988.34999999999,38.67684478371501,110960,2868.8999999999996
L,302.6,310.4,1514,42.7,75,0,93927.04,35.45667447306791,113550,3202.5
M,302.6,310.4,1532,36.1,77,0,93927.04,42.43767313019391,117964,2779.7000000000003
L,302.6,310.4,1365,66.8,80,1,93927.04,20.434131736526947,109200,5344.0
L,302.6,310.3,1642,33.2,82,0,93896.78000000001,49.4578313253012,134644,2722.4
M,302.6,310.2,2676,10.8,84,1,93866.52,247.77777777777777,224784,907.2
H,302.6,310.2,1873,21.3,87,0,93866.52,87.93427230046949,162951,1853.1000000000001
L,302.6,310.2,1325,62.4,92,1,93866.52,21.233974358974358,121900,5740.8
M,302.6,310.2,2157,17.2,94,0,93866.52,125.40697674418605,202758,1616.8
M,302.6,310.2,1563,39.0,97,0,93866.52,40.07692307692308,151611,3783.0
M,302.6,310.2,1631,31.0,100,0,93866.52,52.61290322580645,163100,3100.0
L,302.5,310.2,1547,36.9,103,0,93835.5,41.924119241192415,159341,3800.7
L,302.6,310.3,1479,40.4,105,0,93896.78000000001,36.60891089108911,155295,4242.0
M,302.4,310.1,1379,48.9,107,1,93774.24,28.200408997955012,147553,5232.3
L,302.4,310.1,1906,21.2,110,0,93774.24,89.90566037735849,209660,2332.0
M,302.3,310.1,1731,33.4,112,0,93743.23000000001,51.82634730538923,193872,3740.7999999999997
H,302.3,310.1,1688,30.4,115,0,93743.23000000001,55.526315789473685,194120,3496.0
H,302.3,310.2,1443,54.6,120,0,93773.46,26.428571428571427,173160,6552.0
L,302.4,310.2,1445,46.4,125,0,93804.48,31.142241379310345,180625,5800.0
H,302.4,310.2,1435,44.9,127,0,93804.48,31.959910913140313,182245,5702.3
L,302.4,310.1,1556,32.9,132,0,93774.24,47.29483282674772,205392,4342.8
L,302.3,310.1,1321,52.7,134,1,93743.23000000001,25.06641366223909,177014,7061.8
M,302.4,310.1,1577,35.8,136,0,93774.24,44.05027932960894,214472,4868.799999999999
L,302.4,310.2,1578,31.2,139,0,93804.48,50.57692307692308,219342,4336.8
L,302.4,310.1,1418,52.3,141,0,93774.24,27.11281070745698,199938,7374.299999999999
M,302.4,310.2,1392,55.8,143,0,93804.48,24.946236559139788,199056,7979.4
L,302.5,310.3,1446,44.0,146,0,93865.75,32.86363636363637,211116,6424.0
L,302.5,310.2,1329,50.6,148,1,93835.5,26.26482213438735,196692,7488.8
L,302.5,310.2,1563,34.8,150,0,93835.5,44.91379310344828,234450,5220.0
L,302.5,310.3,1405,57.4,152,0,93865.75,24.477351916376307,213560,8724.8
